Financial Year,Disability Status of the Individual,Gender of the Individual,Educational Attainment of the Individual,Universal Credit (UC) Applicable Family for the Individual,Savings and Investments of Adults in the Family of the Individual,Number of Children in the Family of the Individual,Location in the United Kingdom of the Household of the Individual (please calculate three-year averages - click on i for the correct method),0_to_15,16_to_19_child,16_to_24_adult,25_to_29,30_to_34,35_to_39,40_to_44,45_to_49,50_to_54,55_to_59,60_to_64,65_to_69,70_to_74,75_to_79,80_to_84,85_or_over
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£3,000 but less than £8,000",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£3,000 but less than £8,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£3,000 but less than £8,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£3,000 but less than £8,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£3,000 but less than £8,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£3,000 but less than £8,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£3,000 but less than £8,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£3,000 but less than £8,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£8,000 but less than £10,000",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£8,000 but less than £10,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£8,000 but less than £10,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£8,000 but less than £10,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£8,000 but less than £10,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£8,000 but less than £10,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£8,000 but less than £10,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not available (before 2018/19),"£8,000 but less than £10,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"Less than £1,500",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"Less than £1,500",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"Less than £1,500",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"Less than £1,500",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"Less than £1,500",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"Less than £1,500",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"Less than £1,500",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"Less than £1,500",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,No savings,No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,No savings,No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,No savings,One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,No savings,One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,No savings,Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,No savings,Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,No savings,Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,No savings,Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£1,500 but less than £3,000",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£1,500 but less than £3,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£1,500 but less than £3,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£1,500 but less than £3,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£1,500 but less than £3,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£1,500 but less than £3,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£1,500 but less than £3,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£1,500 but less than £3,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£10,000 but less than £16,000",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£10,000 but less than £16,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£10,000 but less than £16,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£10,000 but less than £16,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£10,000 but less than £16,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£10,000 but less than £16,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£10,000 but less than £16,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£10,000 but less than £16,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£16,000 but less than £20,000",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£16,000 but less than £20,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£16,000 but less than £20,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£16,000 but less than £20,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£16,000 but less than £20,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£16,000 but less than £20,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£16,000 but less than £20,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£16,000 but less than £20,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£20,000 or more",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£20,000 or more",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£20,000 or more",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£20,000 or more",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£20,000 or more",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£20,000 or more",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£20,000 or more",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£20,000 or more",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£3,000 but less than £8,000",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£3,000 but less than £8,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£3,000 but less than £8,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£3,000 but less than £8,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£3,000 but less than £8,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£3,000 but less than £8,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£3,000 but less than £8,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£3,000 but less than £8,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£8,000 but less than £10,000",No children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£8,000 but less than £10,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£8,000 but less than £10,000",One child,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£8,000 but less than £10,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£8,000 but less than £10,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£8,000 but less than £10,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£8,000 but less than £10,000",Two children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Female,Student,Not in a UC applicable family,"£8,000 but less than £10,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"Less than £1,500",No children,Great Britain,0.0,0.0,110303.0,168891.0,150680.0,71991.0,49675.0,28650.0,23717.0,36741.0,28090.0,26418.0,2553.0,1838.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"Less than £1,500",No children,Northern Ireland,0.0,0.0,4524.0,6302.0,413.0,2447.0,0.0,2548.0,1936.0,0.0,1535.0,269.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"Less than £1,500",One child,Great Britain,0.0,0.0,0.0,7377.0,28542.0,27413.0,28469.0,29486.0,21381.0,0.0,1182.0,833.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"Less than £1,500",One child,Northern Ireland,0.0,0.0,0.0,0.0,390.0,2497.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"Less than £1,500",Three or more children,Great Britain,0.0,0.0,0.0,0.0,14375.0,23063.0,24230.0,29456.0,10734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"Less than £1,500",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"Less than £1,500",Two children,Great Britain,0.0,0.0,0.0,4954.0,25589.0,43942.0,54035.0,45863.0,11918.0,3708.0,2306.0,800.0,0.0,833.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"Less than £1,500",Two children,Northern Ireland,0.0,0.0,0.0,662.0,507.0,441.0,0.0,474.0,818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,No savings,No children,Great Britain,0.0,0.0,111765.0,86750.0,56628.0,39076.0,20126.0,34489.0,22562.0,44517.0,19309.0,26157.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,No savings,No children,Northern Ireland,0.0,0.0,4893.0,3766.0,3066.0,0.0,0.0,0.0,2324.0,0.0,2981.0,1412.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,No savings,One child,Great Britain,0.0,0.0,0.0,0.0,21265.0,7860.0,11973.0,7603.0,12405.0,10004.0,1334.0,2411.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,No savings,One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,827.0,0.0,360.0,1330.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,No savings,Three or more children,Great Britain,0.0,0.0,0.0,2092.0,0.0,12907.0,11602.0,12850.0,1475.0,2375.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,No savings,Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,1694.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,No savings,Two children,Great Britain,0.0,0.0,0.0,3048.0,3221.0,30507.0,27419.0,13457.0,12203.0,5658.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,No savings,Two children,Northern Ireland,0.0,0.0,0.0,0.0,1022.0,506.0,414.0,844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£1,500 but less than £3,000",No children,Great Britain,0.0,0.0,23718.0,87616.0,61333.0,26153.0,21068.0,22177.0,26686.0,34091.0,13377.0,17903.0,2308.0,1112.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£1,500 but less than £3,000",No children,Northern Ireland,0.0,0.0,957.0,2179.0,367.0,420.0,526.0,0.0,2272.0,270.0,0.0,279.0,278.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£1,500 but less than £3,000",One child,Great Britain,0.0,0.0,0.0,1686.0,9604.0,14418.0,3032.0,24278.0,8460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£1,500 but less than £3,000",One child,Northern Ireland,0.0,0.0,0.0,538.0,0.0,404.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£1,500 but less than £3,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,1132.0,6800.0,8059.0,13758.0,14679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£1,500 but less than £3,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,833.0,426.0,448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£1,500 but less than £3,000",Two children,Great Britain,0.0,0.0,0.0,0.0,12214.0,26174.0,32144.0,24938.0,8498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£1,500 but less than £3,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,1403.0,1051.0,1770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£10,000 but less than £16,000",No children,Great Britain,0.0,0.0,31951.0,116398.0,52493.0,21180.0,14761.0,19644.0,31037.0,28987.0,21534.0,13323.0,3592.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£10,000 but less than £16,000",No children,Northern Ireland,0.0,0.0,1328.0,0.0,367.0,539.0,0.0,0.0,1630.0,0.0,1316.0,279.0,287.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£10,000 but less than £16,000",One child,Great Britain,0.0,0.0,0.0,0.0,14876.0,23329.0,16813.0,3628.0,22332.0,3216.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£10,000 but less than £16,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,1682.0,0.0,1053.0,403.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£10,000 but less than £16,000",Three or more children,Great Britain,0.0,0.0,0.0,0.0,0.0,0.0,10265.0,1341.0,6496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£10,000 but less than £16,000",Three or more children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,909.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£10,000 but less than £16,000",Two children,Great Britain,0.0,0.0,0.0,0.0,8181.0,11913.0,12022.0,20917.0,4859.0,0.0,2790.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£10,000 but less than £16,000",Two children,Northern Ireland,0.0,0.0,0.0,0.0,1756.0,1634.0,533.0,1142.0,0.0,303.0,0.0,295.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£16,000 but less than £20,000",No children,Great Britain,0.0,0.0,12413.0,30774.0,31394.0,13073.0,10385.0,10592.0,14054.0,13502.0,9311.0,13046.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£16,000 but less than £20,000",No children,Northern Ireland,0.0,0.0,0.0,0.0,0.0,1140.0,476.0,0.0,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£16,000 but less than £20,000",One child,Great Britain,0.0,0.0,0.0,0.0,2121.0,12559.0,7352.0,0.0,6486.0,1819.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Not disabled,Male,Degree or above,In a UC applicable family,"£16,000 but less than £20,000",One child,Northern Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
